Scientific Name                              ,PLANTS Floristic Area,State and Province,Category,Duration,Growth Habit,Native Status,Active Growth Period,After Harvest Regrowth Rate,Bloom Period
Arabis hirsuta,"NA (L48, AK, CAN)","CAN(AB, BC, MB, NB, NS, NT, ON, QC, SK, YT), USA(AK, AR, AZ, CA, CO, CT, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, SD, TN, UT, VA, VT, WA, WI, WV, WY)",Dicot,"Annual, Biennial, Perennial",Forb/herb,L48(N)AK(N)CAN(NI),,,
Arabis hirsuta var. glabrata,"NA (L48, CAN)","CAN(AB, BC, YT), USA(CA, CO, ID, IL, NM, NV, OR, UT, WA, WY)",Dicot,"Annual, Perennial, Biennial",Forb/herb,L48(N)CAN(N),,,
Arabis hirsuta var. hirsuta,"NA (L48, CAN)","CAN(BC, SK), USA(CA, CO, NV)",Dicot,"Perennial, Biennial",Forb/herb,L48(N)CAN(I),,,
Arabis hirsuta var. pycnocarpa,"NA (L48, AK, CAN)","CAN(AB, BC, MB, NB, NS, NT, ON, QC, SK, YT), USA(AK, AR, AZ, CA, CO, CT, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, SD, TN, UT, VA, VT, WA, WI, WV, WY)",Dicot,"Annual, Biennial, Perennial",Forb/herb,L48(N)AK(N)CAN(N),,,
Arabis hoffmannii,NA (L48),USA(CA),Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Arabis holboellii,"NA (L48, AK, CAN, GL)","CAN(AB, BC, MB, NT, ON, QC, SK, YT), DEN(GL), USA(AK, AZ, CA, CO, ID, MI, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY)",Dicot,"Biennial, Perennial",Forb/herb,L48(N)AK(N)CAN(N)GL(N),Spring and Summer,,Mid Spring
Arabis holboellii var. collinsii,"NA (L48, AK, CAN)","CAN(AB, BC, MB, NT, ON, QC, SK, YT), USA(AK, ID, MT, ND, NE, SD, WA, WY)",Dicot,"Biennial, Perennial",Forb/herb,L48(N)AK(N)CAN(N),,,
Arabis holboellii var. holboellii,GL (GL),DEN(GL),Dicot,"Biennial, Perennial",Forb/herb,GL(N),,,
Arabis holboellii var. pendulocarpa,NA (L48),"USA(CA, CO, ID, MT, NV, OR, SD, UT, WA, WY)",Dicot,"Biennial, Perennial",Forb/herb,L48(N),,,
Arabis holboellii var. pinetorum,"NA (L48, AK, CAN)","CAN(AB, BC, MB, NT, SK, YT), USA(AK, AZ, CA, CO, ID, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY)",Dicot,"Perennial, Biennial",Forb/herb,L48(N)AK(N)CAN(N),,,
Arabis holboellii var. retrofracta,"NA (L48, AK, CAN, GL)","CAN(AB, BC, MB, NT, ON, QC, SK, YT), DEN(GL), USA(AK, CA, CO, ID, MI, MN, MT, NM, NV, OR, UT, WA, WY)",Dicot,"Biennial, Perennial",Forb/herb,L48(N)AK(N)CAN(N)GL(N),,,
Arabis inyoensis,NA (L48),"USA(CA, NV)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis johnstonii,NA (L48),USA(CA),Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Arabis kamchatica,"NA (L48, AK, CAN)","CAN(AB, BC, NT, ON, SK, YT), USA(AK, MT, WA)",Dicot,"Biennial, Perennial",Forb/herb,L48(N)AK(N)CAN(N),,,
Arabis koehleri,NA (L48),"USA(CA, OR)",Dicot,Perennial,"Forb/herb, Subshrub",L48(N),,,
Arabis koehleri var. koehleri,NA (L48),USA(OR),Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Arabis koehleri var. stipitata,NA (L48),"USA(CA, OR)",Dicot,Perennial,"Forb/herb, Subshrub",L48(N),,,
Arabis laevigata,"NA (L48, CAN)","CAN(ON, QC), USA(AL, AR, CO, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, VA, VT, WI, WV)",Dicot,Biennial,Forb/herb,L48(N)CAN(N),,,
Arabis laevigata var. burkii,NA (L48),"USA(KY, MD, NC, PA, TN, VA, WV)",Dicot,Biennial,Forb/herb,L48(N),,,
Arabis laevigata var. laevigata,"NA (L48, CAN)","CAN(ON, QC), USA(AL, AR, CO, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, VA, VT, WI, WV)",Dicot,Biennial,Forb/herb,L48(N)CAN(N),,,
Arabis lasiocarpa,NA (L48),"USA(ID, UT)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis lemmonii,"NA (L48, AK, CAN)","CAN(AB, BC, YT), USA(AK, CA, CO, ID, MT, NV, OR, UT, WA, WY)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N)AK(N)CAN(N),,,
Arabis lemmonii var. depauperata,"NA (L48, CAN)","CAN(BC), USA(CA, NV)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N)CAN(N),,,
Arabis lemmonii var. drepanoloba,"NA (L48, AK, CAN)","CAN(AB, BC, YT), USA(AK, CO, MT, NV, UT, WY)",Dicot,Perennial,"Forb/herb, Subshrub",L48(N)AK(N)CAN(N),,,
Arabis lemmonii var. lemmonii,"NA (L48, AK, CAN)","CAN(AB, BC, YT), USA(AK, CA, CO, ID, MT, NV, OR, UT, WA, WY)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N)AK(N)CAN(N),,,
Arabis lemmonii var. paddoensis,NA (L48),"USA(OR, WA)",Dicot,Perennial,"Forb/herb, Subshrub",L48(N),,,
Arabis lignifera,"NA (L48, CAN)","CAN(AB, BC, YT), USA(AZ, CO, ID, MT, NM, NV, UT, WY)",Dicot,Perennial,Forb/herb,L48(N)CAN(N),,,
Arabis lyallii,"NA (L48, AK, CAN)","CAN(AB, BC, YT), USA(AK, CA, DC, ID, MT, NV, OR, UT, WA, WY)",Dicot,Perennial,Forb/herb,L48(N)AK(N)CAN(N),,,
Arabis lyallii var. lyallii,"NA (L48, AK, CAN)","CAN(AB, BC, YT), USA(AK, CA, DC, ID, MT, NV, OR, UT, WA, WY)",Dicot,Perennial,Forb/herb,L48(N)AK(N)CAN(N),,,
Arabis lyallii var. nubigena,NA (L48),"USA(CA, ID, NV, OR, WY)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis lyrata,"NA (L48, AK, CAN)","CAN(AB, BC, MB, NT, ON, QC, SK), USA(AK, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, MI, MN, MO, MS, MT, NC, NJ, NY, OH, OK, PA, TN, VA, VT, WI, WV)",Dicot,"Biennial, Perennial",Forb/herb,L48(N)AK(N)CAN(N),,,
Arabis macdonaldiana,NA (L48),"USA(CA, OR)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis media,NA (AK),USA(AK),Dicot,Perennial,Forb/herb,AK(N),,,
Arabis microphylla,"NA (L48, CAN)","CAN(BC), USA(CA, ID, MT, NV, OR, UT, WA, WY)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N)CAN(N),,,
Arabis microphylla var. macounii,"NA (L48, CAN)","CAN(BC), USA(ID, MT, UT, WY)",Dicot,Perennial,"Forb/herb, Subshrub",L48(N)CAN(N),,,
Arabis microphylla var. microphylla,NA (L48),"USA(CA, ID, MT, NV, OR, UT, WA, WY)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Arabis microphylla var. thompsonii,NA (L48),USA(WA),Dicot,Perennial,"Forb/herb, Subshrub",L48(N),,,
Arabis missouriensis,NA (L48),"USA(AR, CT, GA, IA, IN, KS, KY, MA, MD, ME, MI, MO, NC, NH, NY, OH, OK, PA, RI, SC, VT, WI)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis modesta,NA (L48),"USA(CA, OR)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis murrayi,NA (L48),"USA(MT, WA)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis nuttallii,"NA (L48, CAN)","CAN(AB, BC, YT), USA(ID, MT, NV, OR, UT, WA, WY)",Dicot,Perennial,Forb/herb,L48(N)CAN(N),,,
Arabis ophira,NA (L48),USA(NV),Dicot,Perennial,Forb/herb,L48(N),,,
Arabis oregana,NA (L48),"USA(CA, OR)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis oxylobula,NA (L48),USA(CO),Dicot,Perennial,Forb/herb,L48(N),,,
Arabis pallidifolia,NA (L48),"USA(CO, NM)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis parishii,NA (L48),USA(CA),Dicot,Perennial,Forb/herb,L48(N),,,
Arabis patens,NA (L48),"USA(AL, GA, IN, KY, MD, MS, NC, OH, PA, TN, VA, WV)",Dicot,Biennial,Forb/herb,L48(N),,,
Arabis pendulina,NA (L48),"USA(AZ, CO, NV, UT, WY)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis pendulina var. pendulina,NA (L48),"USA(AZ, CO, NV, UT, WY)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis pendulina var. russeola,NA (L48),"USA(CO, UT, WY)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis perennans,NA (L48),"USA(AZ, CA, CO, NM, NV, TX, UT, WY)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Arabis perstellata,NA (L48),"USA(KY, TN)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis petiolaris,NA (L48),USA(TX),Dicot,"Annual, Biennial",Forb/herb,L48(N),,,
Arabis pinzliae,NA (L48),"USA(CA, NV)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis platysperma,NA (L48),"USA(CA, ID, NV, OR)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Arabis platysperma var. howellii,NA (L48),"USA(CA, ID, NV, OR)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Arabis platysperma var. platysperma,NA (L48),"USA(CA, NV, OR)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Arabis procurrens,NA (L48),"USA(MA, MI)",Dicot,Perennial,Forb/herb,L48(I),,,
Arabis puberula,NA (L48),"USA(CA, ID, NV, OR, UT, WA)",Dicot,"Biennial, Perennial",Forb/herb,L48(N),,,
Arabis pulchra,NA (L48),"USA(AZ, CA, CO, NM, NV, UT, WY)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Arabis pulchra var. duchesnensis,NA (L48),USA(UT),Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Arabis pulchra var. gracilis,NA (L48),"USA(AZ, CA, NV, UT)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Arabis pulchra var. munciensis,NA (L48),"USA(CA, NV, UT)",Dicot,Perennial,"Forb/herb, Subshrub",L48(N),,,
Arabis pulchra var. pallens,NA (L48),"USA(AZ, CO, NM, UT, WY)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Arabis pulchra var. pulchra,NA (L48),"USA(CA, NV)",Dicot,Perennial,"Forb/herb, Subshrub",L48(N),,,
Arabis pusilla,NA (L48),USA(WY),Dicot,Perennial,Forb/herb,L48(N),,,
Arabis pygmaea,NA (L48),USA(CA),Dicot,Perennial,Forb/herb,L48(N),,,
Arabis rectissima,NA (L48),"USA(CA, NV, OR)",Dicot,"Biennial, Perennial",Forb/herb,L48(N),,,
Arabis rectissima var. rectissima,NA (L48),"USA(CA, NV, OR)",Dicot,"Biennial, Perennial",Forb/herb,L48(N),,,
Arabis rectissima var. simulans,NA (L48),USA(NV),Dicot,"Perennial, Biennial",Forb/herb,L48(N),,,
Arabis repanda,NA (L48),"USA(CA, NV)",Dicot,"Biennial, Perennial",Forb/herb,L48(N),,,
Arabis repanda var. greenei,NA (L48),USA(CA),Dicot,"Biennial, Perennial",Forb/herb,L48(N),,,
Arabis repanda var. repanda,NA (L48),"USA(CA, NV)",Dicot,"Perennial, Biennial",Forb/herb,L48(N),,,
Arabis rigidissima,NA (L48),"USA(CA, NV)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Arabis rigidissima var. demota,NA (L48),"USA(CA, NV)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Arabis rigidissima var. rigidissima,NA (L48),USA(CA),Dicot,Perennial,"Forb/herb, Subshrub",L48(N),,,
Arabis rollei,NA (L48),USA(CA),Dicot,Perennial,"Forb/herb, Subshrub",L48(N),,,
Arabis schistacea,NA (L48),"USA(NV, UT)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis selbyi,NA (L48),"USA(CO, NM, NV, UT, WY)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis serotina,NA (L48),"USA(VA, WV)",Dicot,Biennial,Forb/herb,L48(N),,,
Arabis shockleyi,NA (L48),"USA(CA, NV, UT)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis shortii,"NA (L48, CAN)","CAN(ON), USA(AL, AR, DC, IA, IL, IN, KS, KY, MD, MI, MN, MO, NE, NY, OH, OK, PA, SD, TN, VA, WI, WV)",Dicot,"Biennial, Perennial",Forb/herb,L48(N)CAN(N),,,
Arabis sparsiflora,"NA (L48, CAN)","CAN(BC, YT), USA(AZ, CA, ID, MT, NV, OR, UT, WA, WY)",Dicot,"Biennial, Perennial","Subshrub, Forb/herb",L48(N)CAN(N),,,
Arabis sparsiflora var. arcuata,NA (L48),USA(CA),Dicot,"Biennial, Perennial","Subshrub, Forb/herb",L48(N),,,
Arabis sparsiflora var. atrorubens,NA (L48),"USA(OR, WA)",Dicot,"Perennial, Biennial","Forb/herb, Subshrub",L48(N),,,
Arabis sparsiflora var. californica,NA (L48),USA(CA),Dicot,"Biennial, Perennial","Subshrub, Forb/herb",L48(N),,,
Arabis sparsiflora var. columbiana,NA (L48),"USA(MT, WA)",Dicot,"Perennial, Biennial","Forb/herb, Subshrub",L48(N),,,
Arabis sparsiflora var. sparsiflora,"NA (L48, CAN)","CAN(BC), USA(AZ, CA, ID, NV, OR, UT, WA)",Dicot,"Perennial, Biennial","Forb/herb, Subshrub",L48(N)CAN(N),,,
Arabis sparsiflora var. subvillosa,"NA (L48, CAN)","CAN(BC, YT), USA(CA, ID, MT, NV, OR, UT, WA, WY)",Dicot,"Biennial, Perennial","Subshrub, Forb/herb",L48(N)CAN(N),,,
Arabis subpinnatifida,NA (L48),"USA(CA, OR)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis suffrutescens,NA (L48),"USA(CA, ID, NV, OR)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Arabis suffrutescens var. horizontalis,NA (L48),"USA(CA, OR)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Arabis suffrutescens var. suffrutescens,NA (L48),"USA(CA, ID, NV, OR)",Dicot,Perennial,"Forb/herb, Subshrub",L48(N),,,
Arabis tiehmii,NA (L48),"USA(CA, NV)",Dicot,Perennial,Forb/herb,L48(N),,,
Arabis tricornuta,NA (L48),USA(AZ),Dicot,Perennial,Forb/herb,L48(N),,,
Arabis williamsii,NA (L48),"USA(ID, MT, WY)",Dicot,"Biennial, Perennial",Forb/herb,L48(N),,,
Arabis williamsii var. saximontana,NA (L48),"USA(ID, MT, WY)",Dicot,"Perennial, Biennial",Forb/herb,L48(N),,,
Arabis williamsii var. williamsii,NA (L48),USA(WY),Dicot,"Biennial, Perennial",Forb/herb,L48(N),,,
Arachis,"NA (L48, PB)","USA+(PR, VI), USA(AL, CT, DC, DE, FL, GA, KS, KY, LA, MA, MO, MS, NC, NJ, PA, PW, SC, TN, TX, UT, VA, WV)",Dicot,,,L48(I),,,
Arachis benthamii,,,Dicot,,,,,,
Arachis burkartii,,,Dicot,,,,,,
Arachis glabrata,NA (L48),"USA(AL, FL, GA)",Dicot,Perennial,Forb/herb,L48(I),,,
Arachis hagenbeckii,NA (L48),USA(GA),Dicot,Perennial,Forb/herb,L48(I),"Spring, Summer, Fall",Rapid,Mid Summer
Arachis hypogaea,"NA (L48, GU, PB), PR, VI","USA+(PR, VI), USA(AL, CT, DC, DE, FL, GA, KS, KY, LA, MA, MO, MS, NC, NJ, PA, PW, SC, TN, TX, UT, VA, WV)",Dicot,"Annual, Perennial",Forb/herb,L48(I)PR(I)VI(I),,,
Arachis monticola,,,Dicot,,,,,,
Arachis paraguariensis,,,Dicot,,,,,,
Arachis pintoi,,,Dicot,,,,,,
Arachis prostrata,,,Dicot,Perennial,Forb/herb,,,,
Arachis pusilla,,,Dicot,,,,,,
Arachis repens,PR,USA+(PR),Dicot,Perennial,Forb/herb,PR(I),,,
Arachis rigonii,,,Dicot,,,,,,
Arachis villosa,,,Dicot,,,,,,
Arachis villosulicarpa,,,Dicot,,,,,,
Arachniodes,NA (L48),"USA+(PR, VI), USA(HI, SC)",Fern,,,L48(I),,,
Arachniodes chaerophylloides,"PR, VI","USA+(PR, VI)",Fern,Perennial,Forb/herb,PR(N)VI(N),,,
Arachniodes insularis,HI,USA(HI),Fern,Perennial,Forb/herb,HI(N),,,
Arachniodes simplicior,NA (L48),USA(SC),Fern,Perennial,Forb/herb,L48(I),,,
Aralia,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Dicot,,,"L48(I,N)CAN(I,N)SPM(N)",,,
Aralia californica,NA (L48),"USA(CA, OR)",Dicot,Perennial,Forb/herb,L48(N),,,
Aralia chinensis,NA (L48),"USA(IL, PA)",Dicot,Perennial,"Tree, Shrub",L48(I),,,
Aralia cordata,,,Dicot,,,,,,
Aralia elata,"NA (L48, CAN)","CAN(ON), USA(CT, IL, MI, NH, NJ, NY, OH, OR, PA, WA, WI)",Dicot,Perennial,Tree,L48(I)CAN(I),,,
Aralia hispida,"NA (L48, CAN)","CAN(LB, MB, NB, NF, NS, ON, PE, QC, SK), USA(CT, IL, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, VA, VT, WI, WV)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N)CAN(N),,,
Aralia humilis,NA (L48),"USA(AZ, NM)",Dicot,Perennial,Shrub,L48(N),,,
Aralia nudicaulis,"NA (L48, CAN, SPM)","CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA(CO, CT, DC, DE, GA, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, OH, PA, RI, SC, SD, TN, VA, VT, WA, WI, WV, WY)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N)CAN(N)SPM(N),Spring and Summer,Slow,Late Spring
Aralia racemosa,"NA (L48, CAN)","CAN(MB, NB, NS, ON, PE, QC), USA(AL, AR, AZ, CO, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NM, NY, OH, PA, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N)CAN(N),,,
Aralia racemosa ssp. bicrenata,NA (L48),"USA(AZ, CO, NM, TX, UT)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Aralia racemosa ssp. racemosa,"NA (L48, CAN)","CAN(MB, NB, NS, ON, PE, QC), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, PA, RI, SC, SD, TN, VA, VT, WI, WV)",Dicot,Perennial,"Forb/herb, Subshrub",L48(N)CAN(N),,,
Aralia spinosa,NA (L48),"USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV)",Dicot,Perennial,"Tree, Shrub",L48(N),Spring and Summer,,Early Summer
Araucaria,"NA (L48, PB)","USA(FL, PW, UM)",Gymnosperm,,,L48(I),,,
Araucaria angustifolia,,,Gymnosperm,,,,,,
Araucaria araucana,,,Gymnosperm,,,,,,
Araucaria bidwillii,,,Gymnosperm,,,,,,
Araucaria columnaris,,,Gymnosperm,,,,,,
Araucaria cunninghamii,,,Gymnosperm,,,,,,
Araucaria heterophylla,"NA (L48, GU, PB)","USA(FL, PW, UM)",Gymnosperm,Perennial,Tree,L48(I),,,
Araujia,NA (L48),"USA(CA, GA)",Dicot,,,L48(I),,,
Araujia sericifera,NA (L48),"USA(CA, GA)",Dicot,Perennial,Vine,L48(I),,,
Arbutus,NA (L48),"CAN(BC), USA(AZ, CA, NM, OR, TX, WA)",Dicot,,,"L48(I,N)CAN(N)",,,
Arbutus arizonica,NA (L48),"USA(AZ, NM)",Dicot,Perennial,Tree,L48(N),"Spring, Summer, Fall",,Late Spring
Arbutus menziesii,"NA (L48, CAN)","CAN(BC), USA(CA, OR, WA)",Dicot,Perennial,Tree,L48(N)CAN(N),Spring and Summer,,Mid Spring
Arbutus unedo,NA (L48),USA(WA),Dicot,Perennial,"Tree, Shrub",L48(I),,,
Arbutus xalapensis,NA (L48),"USA(NM, TX)",Dicot,Perennial,Tree,L48(N),,,
Arceuthobium,NA (L48),"CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), USA(AK, AZ, CA, CO, CT, ID, MA, ME, MI, MN, MT, NH, NJ, NM, NV, NY, OR, PA, RI, TX, UT, VT, WA, WI, WY)",Dicot,,,L48(N)CAN(N),,,
Arceuthobium abietinum,NA (L48),"USA(AZ, CA, NM, NV, OR, UT, WA)",Dicot,Perennial,"Shrub, Subshrub",L48(N),,,
Arceuthobium abietinum ssp. abietinum,NA (L48),"USA(AZ, CA, NM, NV, OR, UT, WA)",Dicot,Perennial,"Subshrub, Shrub",L48(N),,,
Arceuthobium abietinum ssp. wiensii,NA (L48),"USA(CA, OR)",Dicot,Perennial,Subshrub,L48(N),,,
Arceuthobium americanum,"NA (L48, CAN)","CAN(AB, BC, MB, ON, SK), USA(CA, CO, ID, MT, NV, OR, UT, WA, WY)",Dicot,Perennial,"Subshrub, Shrub",L48(N)CAN(N),,,
Arceuthobium apachecum,NA (L48),"USA(AZ, NM)",Dicot,Perennial,"Subshrub, Shrub",L48(N),,,
Arceuthobium blumeri,NA (L48),USA(AZ),Dicot,Perennial,"Subshrub, Shrub",L48(N),,,
Arceuthobium californicum,NA (L48),"USA(CA, OR)",Dicot,Perennial,"Subshrub, Shrub",L48(N),,,
Arceuthobium campylopodum,"NA (L48, CAN)","CAN(BC), USA(CA, ID, MT, NV, OR, WA)",Dicot,Perennial,"Subshrub, Shrub",L48(N)CAN(N),,,
Arceuthobium cyanocarpum,NA (L48),"USA(CA, CO, ID, MT, NV, OR, UT, WY)",Dicot,Perennial,"Subshrub, Shrub",L48(N),,,
Arceuthobium divaricatum,NA (L48),"USA(AZ, CA, CO, NM, NV, TX, UT)",Dicot,Perennial,"Subshrub, Shrub",L48(N),,,
Arceuthobium douglasii,"NA (L48, CAN)","CAN(BC), USA(AZ, CA, CO, ID, MT, NM, NV, OR, TX, UT, WA, WY)",Dicot,Perennial,"Subshrub, Shrub",L48(N)CAN(N),,,
Arceuthobium gillii,NA (L48),"USA(AZ, NM)",Dicot,Perennial,"Shrub, Subshrub",L48(N),,,
Arceuthobium laricis,NA (L48),"USA(ID, MT, OR, WA)",Dicot,Perennial,"Subshrub, Shrub",L48(N),,,
Arceuthobium littorum,NA (L48),USA(CA),Dicot,Perennial,"Shrub, Subshrub",L48(N),,,
Arceuthobium microcarpum,NA (L48),"USA(AZ, NM)",Dicot,Perennial,"Subshrub, Shrub",L48(N),,,
Arceuthobium monticola,NA (L48),"USA(CA, OR)",Dicot,Perennial,"Shrub, Subshrub",L48(N),,,
Arceuthobium occidentale,NA (L48),USA(CA),Dicot,Perennial,"Subshrub, Shrub",L48(N),,,
Arceuthobium pusillum,"NA (L48, CAN)","CAN(MB, NB, NF, NS, ON, PE, QC, SK), USA(CT, MA, ME, MI, MN, NH, NJ, NY, PA, RI, VT, WI)",Dicot,Perennial,"Shrub, Subshrub",L48(N)CAN(N),,,
Arceuthobium siskiyouense,NA (L48),"USA(CA, OR)",Dicot,Perennial,"Shrub, Subshrub",L48(N),,,
Arceuthobium tsugense,"NA (L48, AK)","USA(AK, CA, OR, WA)",Dicot,Perennial,"Shrub, Subshrub",L48(N)AK(N),,,
Arceuthobium tsugense ssp. mertensianae,NA (L48),"USA(CA, OR, WA)",Dicot,Perennial,"Shrub, Subshrub",L48(N),,,
Arceuthobium tsugense ssp. tsugense,"NA (L48, AK)","USA(AK, CA, OR, WA)",Dicot,Perennial,"Subshrub, Shrub",L48(N)AK(N),,,
Arceuthobium vaginatum,NA (L48),"USA(AZ, CO, NM, TX, UT)",Dicot,Perennial,"Shrub, Subshrub",L48(N),,,
Arceuthobium vaginatum ssp. cryptopodum,NA (L48),"USA(AZ, CO, NM, TX, UT)",Dicot,Perennial,"Subshrub, Shrub",L48(N),,,
Archidendron,,USA(PW),,,,,,,
Archidendron palauense,,USA(PW),,Perennial,Tree,L48(N),,,
Archidium,NA (L48),USA(NJ),Moss,,,NA(N),,,
Archidium alternifolium,NA (L48),,Moss,,Nonvascular,NA(N),,,
Archidium donnellii,NA (L48),,Moss,,Nonvascular,NA(N),,,
Archidium hallii,NA (L48),,Moss,,Nonvascular,NA(N),,,
Archidium minus,NA (L48),,Moss,,Nonvascular,NA(N),,,
Archidium ohioense,NA (L48),USA(NJ),Moss,,Nonvascular,NA(N),,,
Archidium tenerrimum,NA (L48),,Moss,,Nonvascular,NA(N),,,
Archontophoenix,HI,USA(HI),Monocot,,,,,,
Archontophoenix alexandrae,HI,USA(HI),Monocot,Perennial,Tree,HI(I),,,
Arctagrostis,GL (GL),"CAN(AB, BC, LB, MB, NT, NU, ON, QC, YT), DEN(GL), USA(AK)",Monocot,,,CAN(N)GL(N)NA(N),,,
Arctagrostis latifolia,"NA (AK, CAN, GL)","CAN(AB, BC, LB, MB, NT, NU, ON, QC, YT), DEN(GL), USA(AK)",Monocot,Perennial,Graminoid,AK(N)CAN(N)GL(N)NA(N),Spring and Summer,Slow,Late Spring
Arctagrostis latifolia ssp. arundinacea,"NA (AK, CAN)","CAN(AB, BC, NT, YT), USA(AK)",Monocot,Perennial,Graminoid,AK(N)CAN(N)NA(N),,,
Arctagrostis latifolia ssp. latifolia,"NA (AK, CAN, GL)","CAN(AB, LB, MB, NT, NU, ON, QC, YT), DEN(GL), USA(AK)",Monocot,Perennial,Graminoid,AK(N)CAN(N)GL(N)NA(N),,,
Arctium,NA (L48),"CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), DEN(GL), FRA(SB), USA(AL, AR, AZ, CA, CO, CT, DC, DE, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Dicot,,,L48(I)CAN(I)SPM(I),,,
Arctium ×mixtum,NA (CAN),"CAN(NB, QC)",Dicot,Biennial,Forb/herb,CAN(I)NA(I),,,
Arctium ×nothum,NA (CAN),"CAN(ON, QC)",Dicot,Perennial,Forb/herb,CAN(I)NA(I),,,
